Year,Song,Artist,query_idx,official,topic,channel_artist_same,keywords,video_title,video_channel,video_url
2001,Flower,BoA,4,False,False,False,True,boa (ボア) - flower (color coded lyrics kan/rom/eng),twentycolors,https://www.youtube.com/watch?v=6zMPPGcktvM
2001,Without You,1TYM,1,False,True,True,True,without you,1tym - topic,https://www.youtube.com/watch?v=T6cdoRHAHFY
2001,Welcome (Remix),지누션,2,False,True,False,True,return of the bomb (feat. perry & amp; legacy),jinusean - topic,https://www.youtube.com/watch?v=NOW1EKyPCNo
2001,전화번호 (Phone Number),지누션,1,False,True,False,True,전화번호 (phone number),jinusean - topic,https://www.youtube.com/watch?v=_hY-KhJUK2o
2001,What's Up (Outro),지누션,0,False,True,False,True,what's up - outro ft. perry,jinusean - topic,https://www.youtube.com/watch?v=XkJt_T_Eoio
2001,늘 지금처럼 (Always Like This Moment),Fin.K.L,0,False,True,False,True,always like this moment (늘 지금처럼),이예린 - topic,https://www.youtube.com/watch?v=3Bz7apjrJAM
2001,Power,BoA,0,False,False,True,True,power,boa,https://www.youtube.com/watch?v=Nzem8eq9J-c
2001,환희 (Joy),Click-B,5,False,True,False,True,환희,koyote - topic,https://www.youtube.com/watch?v=157vMvheSdk
2001,니가 필요해 (I Need You),g.o.d,4,False,False,False,True,god (지오디) - i need you (니가 필요해) lyrics [color coded han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=XW2Yx09cSnc
2001,Mother,1TYM,1,False,True,True,True,어머니 (mother),1tym - topic,https://www.youtube.com/watch?v=uO7JR93_CM0
2001,Feelings Deep Inside,BoA,0,False,False,True,True,마음은 전해진다 feelings deep inside,boa,https://www.youtube.com/watch?v=KqucTl-sJes
2001,Listen to My Heart,BoA,2,False,False,True,True,listen to my heart,boa,https://www.youtube.com/watch?v=AaR76yfyeh8
2001,거짓말 (Lies),g.o.d,4,False,False,False,True,god (지오디) - lies (거짓말) lyrics [color coded han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=BvGZCz_Zxic
2001,S.Wing,Lee Jai-jin,0,False,True,False,True,you & me,lee jae jin - topic,https://www.youtube.com/watch?v=TEfAOtZ8JWg
2001,Amazing Kiss,BoA,7,False,False,False,True,boa (ボア) - amazing kiss (color coded lyrics kan/rom/eng),twentycolors,https://www.youtube.com/watch?v=LrRZTceZDwc
2001,여우비 (Sunshower),Click-B,1,True,False,False,True,여우비 - se o(jellycookie) [sbs 드라마 닥터스 ost part.4] [official audio],riak official,https://www.youtube.com/watch?v=LfVZepA1khg
2001,오늘 밤 (Tonight),Click-B,4,False,True,False,True,오늘같은 밤이면 (그리움),park jeong-un - topic,https://www.youtube.com/watch?v=JiJnp2SbNV4
2001,취중진담 (Drunken Truth),Click-B,2,False,False,False,True,김동률 - 취중진담 [가사/lyrics],웅키,https://www.youtube.com/watch?v=S0G-sVyabT0
2001,Fly (비상),Kang Sung-hoon,0,False,True,False,True,yeongwonhi,kang sunghun - topic,https://www.youtube.com/watch?v=WFKK88cEtSY
2001,My Love,Eun Jiwon,6,False,False,False,True,j-walk featuring eun ji won (은지원) - my love [korean lyrics w/ translation],them1dnightassassin,https://www.youtube.com/watch?v=iN2Yim8ST5M
2002,We Will Rock You (Remake),Click-B,3,False,False,False,True,queen - we will rock you [lyrics],glyphoricvibes,https://www.youtube.com/watch?v=TXGbhniTBrU
2001,니가 날 알어 (Do You Know Me?),1TYM,7,False,True,True,True,니가 날 알어? (do you know me) (instrumental),1tym - topic,https://www.youtube.com/watch?v=OtJefKhFxGg
2001,One Time,1TYM,8,False,True,True,True,without you,1tym - topic,https://www.youtube.com/watch?v=T6cdoRHAHFY
2001,Good Time,지누션,1,False,True,False,True,good time ft. wheesung,jinusean - topic,https://www.youtube.com/watch?v=3J2aAso8cxs
2001,미스터 지누션 (Mr. Jinusean),지누션,1,False,True,False,True,"미스터 지누션 (mr. jinusean) ft. wheesung, masta wu",jinusean - topic,https://www.youtube.com/watch?v=r7smImfKFE8
2002,What's Up,YG Family,6,False,False,False,True,yang hyun suk (양현석) ft. perry & 1tym - 널 버리지마 (yg baby) (color coded lyrics han/rom/eng),luna uchiha,https://www.youtube.com/watch?v=Wyk8_o-ol3g
2001,신나는 힙합 (Exciting Hip-Hop),지누션,0,False,True,False,True,신나는 힙합 (exciting hip hop),jinusean - topic,https://www.youtube.com/watch?v=hI3kResL2KA
2002,빈자리 (Empty Seat),Click-B,0,False,True,False,True,빈자리 (feat. mini),release - topic,https://www.youtube.com/watch?v=wPovvWdU_Js
2002,와준다면 (If You Come),YG Family,6,False,False,False,True,if you happy and you know it clap your hands song with lyrics,superkid tv,https://www.youtube.com/watch?v=_yYBRqt1xU0
2002,Fly Gentlemen,YG Family,3,False,False,False,True,yg family hip hop gentlemen (멋쟁이 신사) lyrics (color coded lyrics eng/rom/han),murmast,https://www.youtube.com/watch?v=vrgDRv5gxKw
2002,0%,g.o.d,0,False,False,False,True,god (지오디) - 0% lyrics [color coded han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=NUzoWzG6MgU
2002,Don't Go Away,Fin.K.L,1,False,False,False,True,fin.k.l (핑클) - don't go away [color coded lyrics han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=wcfKmLd7_zs
2002,Player's Club,YG Family,2,False,True,False,True,gettin' it,too $hort - topic,https://www.youtube.com/watch?v=3AzSb-InqsA
2002,영원 (Forever),Fin.K.L,6,False,False,False,True,"fin.k.l (핑클) - ""eternal love"" (영원한 사랑) lyrics [color coded han/rom/eng]",ksector,https://www.youtube.com/watch?v=wmwaoXII7mo
2002,다시 (Again),g.o.d,0,False,False,False,True,god (지오디) - again (다시) lyrics [color coded han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=rI8dAocVl1k
2002,Kang Sung Hoon Vol.2,Kang Sung-hoon,1,False,True,False,True,if,kang sung hoon - topic,https://www.youtube.com/watch?v=quTNzyLdH74
2002,나쁜 남자 (Bad Guy),Rain,9,False,False,True,True,rain/bi 坏男人/bad guy,foreverrainusa,https://www.youtube.com/watch?v=IGAO-1gg6mo
2002,안녕이란 말 대신 (Instead of Saying Goodbye),Rain,2,False,False,True,True,안녕이란 말 대신,rain's official channel,https://www.youtube.com/watch?v=neTb1mB_7j4
2002,Next Step,BoA,0,False,False,True,True,next step,boa,https://www.youtube.com/watch?v=Df53NlrEK5E
2002,너의 곁에서 (With You),Shinhwa,2,False,False,False,True,shinhwa (신화) - wedding march (너의 곁에서) [color coded lyrics han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=JbAAOGgSYzk
2002,길 (Road),g.o.d,4,False,False,False,True,"god (지오디) - road [길] (song by iu, henry, jo hyun ah, yang da il) color coded lyrics/가사 [han|rom|eng]",alphasubs,https://www.youtube.com/watch?v=BKQ5yChBWpU
2002,나 (Me),Sung Yuri,2,False,True,False,True,tiramisu cake (feat. choi yu-ri) (originally performed by we are the night) (티라미수 케익...,kim sung cheol - topic,https://www.youtube.com/watch?v=kIoV-Sone9o
2002,This Is Love,S.E.S.,2,False,False,False,True,"s.e.s - ""love"" lyrics [color coded han/rom/eng]",ksector,https://www.youtube.com/watch?v=fZs4_Vr3ebI
2002,Choose My Life-U,S.E.S.,1,False,True,True,True,choose my life,s.e.s. - topic,https://www.youtube.com/watch?v=xyxeXr3kW9E
2002,U,S.E.S.,4,False,False,False,True,s.e.s. (에스이에스) - u lyrics [color coded han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=AAF_qox1O5o
2002,Just A Feeling,S.E.S.,1,False,False,False,True,s.e.s (에스이에스) - just a feeling lyrics [color coded han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=7yD6uegaP5w
2002,바램 (Wish),Sung Yuri,4,False,True,False,True,바램 wish,lim do hyuk - topic,https://www.youtube.com/watch?v=yTkB4OuFVn4
2002,Snow Baby,S.E.S.,5,False,False,True,True,"s.e.s.snow, x-mas",s.e.s.1997,https://www.youtube.com/watch?v=TvNXWPaFF6g
2002,Little Bird,S.E.S.,3,False,False,False,True,s.e.s (에스이에스) - little bird lyrics [color coded han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=Vg3QWxKuEZ4
2002,In Love,S.E.S.,5,False,False,False,True,"s.e.s - ""love"" lyrics [color coded han/rom/eng]",ksector,https://www.youtube.com/watch?v=fZs4_Vr3ebI
2002,Just In Love,S.E.S.,2,False,False,False,True,s.e.s. (에스이에스) - just in love (꿈을 모아서) lyrics [color coded han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=C1tnrn9V4zw
2002,아프고 아픈 이름 (Painful Name),Sung Yuri,1,False,True,False,True,아프고 아픈 이름 (음색깡패 깻잎소녀),minzy - topic,https://www.youtube.com/watch?v=JNLuc4B7sXE
2002,Love Game,S.E.S.,2,False,False,False,True,s.e.s. (에스이에스) - love game lyrics [color coded han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=CbzDA7tT_BA
2002,Goodbye,S.E.S.,6,False,False,False,True,s.e.s (에스이에스) - good-bye to my love (나를 위한 이별) lyrics [color coded han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=GcEhLHzvu60
2002,Red Angel,Shinhwa,1,False,False,False,True,shinhwa (신화) - red angel [color coded lyrics han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=g8zxhpUNVrE
2002,Free,Shinhwa,0,False,False,False,True,shinhwa (신화) - free [color coded lyrics han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=L_IIH7sANy8
2002,Wedding,Shinhwa,0,False,False,True,True,shinhwa (신화) - wedding (너의 결혼식),shinhwasubs&cuts,https://www.youtube.com/watch?v=UdBlOxEWrCY
2003,Cry,1TYM,9,False,False,True,True,‪1tym ( once n 4 all concert ) _울고싶어라 (cry),1tymvevo,https://www.youtube.com/watch?v=kFlDbBoNJUk
2002,No.1,BoA,1,False,False,False,True,boa (보아) - no.1  [han/rom/eng lyrics],y.s.y lyrics,https://www.youtube.com/watch?v=H5nmoErAOnU
2002,My Sweetie,BoA,1,False,False,False,True,boa (보아) - my sweetie (color coded lyrics han/rom/eng),twentycolors,https://www.youtube.com/watch?v=SS0X2Aq6Cyo
2003,Oh-No!,SE7EN,0,False,False,True,True,oh-no! ft. teddy,officialse7en,https://www.youtube.com/watch?v=Kpx2EDmgNZw
2002,Perfect Man,Shinhwa,1,False,False,False,True,"shinhwa (신화) - ""perfect man"" lyrics [color coded han/rom/eng]",ksector,https://www.youtube.com/watch?v=muZg1TzDepM
2002,I Pray 4 U,Shinhwa,2,False,False,False,True,shinhwa (신화) - i pray 4 u [color coded lyrics han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=Z3juFXy9jC8
2002,In The Still Of The Night,Shinhwa,9,False,False,False,True,shinhwa - i painfully loved her (with korean lyrics),watashi 81,https://www.youtube.com/watch?v=Kd9mbaLrqdA
2003,Atlantis Princess,BoA,4,False,False,False,True,boa (보아) - atlantis princess (아틀란티스 소녀) [han/rom/eng lyrics],y.s.y lyrics,https://www.youtube.com/watch?v=ntTRbTkw4UA
2003,굿바이 (Goodbye),Click-B,7,False,True,True,True,hwanyoungmoon (환영문),click-b - topic,https://www.youtube.com/watch?v=0tBmLkJycXE
2002,Kimochi Wa Tsutawaru,BoA,3,False,False,False,True,boa (ボア) - kimochi wa tsutawaru (氣持ちはつたわる) (color coded lyrics kan/rom/eng),twentycolors,https://www.youtube.com/watch?v=Ckl_uDHd3Oc
2003,I Just Wanna Be,SE7EN,0,False,False,True,True,i just wanna be,officialse7en,https://www.youtube.com/watch?v=1-leyFHf1C0
2003,Little More,BoA,2,False,False,False,True,boa (보아) - little more (color coded lyrics han/rom/eng),twentycolors,https://www.youtube.com/watch?v=h_N3vSu-Xp0
2003,002 J2,Lee Jai-jin,0,False,True,False,True,profile,lee jae jin - topic,https://www.youtube.com/watch?v=KJQHRP3xQxo
2003,One Way,1TYM,0,False,True,True,True,one way - intro,1tym - topic,https://www.youtube.com/watch?v=SeXxcbnOA84
2003,I Hope It's You,SE7EN,9,False,False,False,True,rosanne cash - seven year ache (lyrics on screen),r.p.c. lyric videos,https://www.youtube.com/watch?v=GbQ1V84EDGA
2003,Let Me Love You,SE7EN,6,False,False,False,True,jung kook - seven (lyrics) ft. latto ''i'll be lovin' you right seven days a week'',babel,https://www.youtube.com/watch?v=m6nPJyGrpiM
2003,Promise,SE7EN,0,False,False,True,True,promise,officialse7en,https://www.youtube.com/watch?v=KH-THQSeJEU
2003,Don't Start Now,BoA,6,False,False,False,True,boa (보아) - don't start now (color coded lyrics han/rom/eng),twentycolors,https://www.youtube.com/watch?v=RfcQa8qxT7Q
2003,G Style,Eun Jiwon,4,False,True,False,True,trauma (feat. jeremy sisto),eun ji-won - topic,https://www.youtube.com/watch?v=3u1na4iGINY
2003,Double,BoA,2,False,False,False,True,boa (ボア) - double (color coded lyrics kan/rom/eng),twentycolors,https://www.youtube.com/watch?v=hM5CRImLLdE
2003,나 (Me),Rain,9,False,False,False,True,rain  - 'switch to me' (feat jyp) lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=wplf0_f0Nsc
2003,Hoony 003,Kang Sung-hoon,2,False,True,False,True,매듭,kang sung hoon - topic,https://www.youtube.com/watch?v=QzBXsWgzifQ
2003,10 Minutes,Lee Hyori,1,False,False,False,True,"lee hyori (이효리) - ""10 minutes"" lyrics [color coded han/rom/eng]",ksector,https://www.youtube.com/watch?v=BbJ4ibqR6PQ
2003,Remember Me,Lee Hyori,5,True,False,True,True,lee hyori - remember me (official audio),lee hyori,https://www.youtube.com/watch?v=AyChFjGBHHE
2003,Come Back To Me,SE7EN,6,False,False,False,True,se7en(세븐) come back to me.. (와줘..) (han_rom_eng_color_coded_lyrics),myeoncotton,https://www.youtube.com/watch?v=9Nh7i6A4asw
2003,태양을 피하는 방법 (Ways to Avoid the Sun),Rain,2,False,False,True,True,태양을 피하는 방법 how to run from the sun,rain's official channel,https://www.youtube.com/watch?v=GoT3vK3zrPE
2003,Rock with You,BoA,6,False,False,False,True,boa (ボア) - rock with you (color coded lyrics kan/rom/eng),twentycolors,https://www.youtube.com/watch?v=AK7V_8MFh1A
2003,Jewel Song,BoA,4,False,False,False,True,boa (ボア) - jewel song (color coded lyrics kan/rom/eng),twentycolors,https://www.youtube.com/watch?v=44LMyyaCGfQ
2003,세상은 (The World Is),Ock Joo-hyun,0,False,True,False,True,next world (다음세상),oak joo hyun - topic,https://www.youtube.com/watch?v=5IexiCjJGn0
2004,You Always (넌 언제나),TVXQ,4,False,False,False,True,you always (넌 언제나) - dbsk 동방신기 [kanji + rom + engsub] lyrics,limica,https://www.youtube.com/watch?v=0IU12ZdnnRE
2004,Welcome,지누션,1,False,True,False,True,welcome ft. lexy,jinusean - topic,https://www.youtube.com/watch?v=FyGo-iV6eGI
2004,My Name,BoA,1,False,False,False,True,"boa - ""my name"" lyrics [color coded han/rom/eng]",ksector,https://www.youtube.com/watch?v=lV7ySnoaza0
2004,For The Player In You,지누션,0,False,True,False,True,"players anthem (feat. jinusean, tracy williams)",d.o - topic,https://www.youtube.com/watch?v=pBiv5yXyRC0
2004,그때 그사람 (That Man),Ock Joo-hyun,9,False,False,False,True,ok joo hyun (옥주현) i love you (사랑한다는 말) lyrics han-rom-indo marry me now ost part. 6,𝝡𝝖ɍ𝝚𝝩𝝞𝝖𝝢𝝖,https://www.youtube.com/watch?v=yaFyRKtZcYA
2004,Like Now (지금처럼),TVXQ,3,False,False,False,True,like now (지금처럼) - dbsk 동방신기 [kanji + rom + engsub] lyrics,limica,https://www.youtube.com/watch?v=qa50fltvVFc
2004,Paradox,TraxX,7,False,False,False,True,the trax - paradox [lyrics],bloddlustprincess,https://www.youtube.com/watch?v=ByvkukDcPPs
