Year,Song,Artist,query_idx,official,topic,channel_artist_same,keywords,video_title,video_channel,video_url
2018,Up All Night,N.Flying (엔플라잉),0,False,False,True,True,up all night (up all night),n.flying (엔플라잉),https://www.youtube.com/watch?v=0HrlSFAELbI
2018,너 없는 난 (Fall With You),N.Flying (엔플라잉),0,False,False,True,True,fall with you (너 없는 난),n.flying (엔플라잉),https://www.youtube.com/watch?v=rq9pkawC638
2018,이야기 (Story),April,3,False,False,False,True,april (에이프릴) – april story (봄의 나라 이야기) lyrics (color coded han/rom/eng),lovelyeonwoo,https://www.youtube.com/watch?v=kXU5leZQhZE
2018,Love Clock,April,2,False,False,False,True,april (에이프릴) - love clock (color coded lyrics & line distribution) 「 ko-fi request 」,tokkidemaru,https://www.youtube.com/watch?v=DXMed1FkN-4
2018,Come to Me,Lee Hong Gi (이홍기),0,False,False,False,True,lee hong gi 이홍기 - 'come to me (ft zuho 주호 of sf9)' lyrics (color coded eng/rom/han),myeternalmp3 ii,https://www.youtube.com/watch?v=76XcaIDkcmw
2018,INTRO (Daytime),여자친구,0,False,False,True,True,intro (daytime),여자친구 gfriend official,https://www.youtube.com/watch?v=zSRD8l3G3Tc
2018,Windy Windy,여자친구,1,False,False,False,True,gfriend (여자친구) - 'windy windy' (바람 바람 바람)  lyrics color coded [han/rom/eng],rumi_gf,https://www.youtube.com/watch?v=9osY5z1HKUw
2018,Good Night,Lee Hong Gi (이홍기),1,False,False,False,True,lee hong gi 이홍기 - 'good night' lyrics (color coded eng/rom/han),myeternalmp3 ii,https://www.youtube.com/watch?v=tOBwvOtE8d4
2018,Yellow,Lee Hong Gi (이홍기),2,False,False,False,True,lee hong gi 이홍기 - 'yellow' lyrics (color coded eng/rom/han),myeternalmp3 ii,https://www.youtube.com/watch?v=igZxfATd7Xc
2018,I AM,Lee Hong Gi (이홍기),1,False,False,False,True,lee hong gi 이홍기 - 'i am (with cheetah)' lyrics (color coded eng/rom/han),myeternalmp3 ii,https://www.youtube.com/watch?v=XbPkaJp1RYE
2018,Love In The Air,여자친구,3,False,False,False,True,gfriend (여자친구) - 'love in the air' (러브인디에어) lyrics color coded [han/rom/eng],rumi_gf,https://www.youtube.com/watch?v=U-vmi85l2sQ
2018,Love Bug,여자친구,5,False,False,False,True,gfriend (여자친구) - 'love bug' lyrics (color coded han-rom),oppa moo,https://www.youtube.com/watch?v=GBHNvgH4TJg
2018,밤 (Time for the Moon Night),여자친구,1,False,False,False,True,gfriend (여자친구) - 밤 (time for the moon night) [han|rom|eng color coded lyrics],krystalized,https://www.youtube.com/watch?v=1ktPljQ91YE
2018,Tik Tik,여자친구,2,False,False,False,True,gfriend (여자친구) - tik tik (틱틱) lyrics (color coded lyrics han/rom/eng/가사),bluetint ccl,https://www.youtube.com/watch?v=_yRgOjrU3J8
2018,Flower Garden,여자친구,0,False,False,False,True,gfriend (여자친구) - 'flower garden (휘리휘리)' lyrics [color coded han|rom|eng],jaeguchi,https://www.youtube.com/watch?v=YAaXhESv7kw
2018,Parfait,AOA (에이오에이),0,False,False,False,True,aoa (에이오에이) - parfait (파르페) [color coded | han | rom | eng],youngjin,https://www.youtube.com/watch?v=uATpQnk6Z4k
2018,DoDoDo,AOA (에이오에이),1,False,False,False,True,aoa (에이오에이) – dududu (뚜뚜뚜) lyrics (han|rom|eng|color coded),kim jihye,https://www.youtube.com/watch?v=Lkl7Ih5iCFw
2018,Bye,여자친구,2,False,False,False,True,gfriend (여자친구) - 'bye' (color coded lyrics) [han|rom|eng],hyunfaerie,https://www.youtube.com/watch?v=YUkUjbUIGiQ
2018,Summer Rain,여자친구,2,False,False,False,True,gfriend (여자친구) – summer rain (여름비) lyrics (han|rom|eng|color coded),kim jihye,https://www.youtube.com/watch?v=a_BZyfW-NlQ
2018,You are my star,여자친구,3,False,False,False,True,gfriend (여자친구) - you are my star (별) lyrics (color coded lyrics han/rom/eng/가사),bluetint ccl,https://www.youtube.com/watch?v=e57nErADIf0
2018,Sunny Summer,여자친구,1,False,False,False,True,gfriend(여자친구) - sunny summer (여름여름해) lyrics (color coded eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=Yi64fCT3MXE
2018,Knockin' on My Heaven's Door,KARD,3,False,False,False,True,kard - knockin' on my heaven's door [color coded lyrics_han/rom/eng],imyourhope,https://www.youtube.com/watch?v=q6Oi33pXXJE
2018,Vacation,여자친구,2,False,False,False,True,gfriend (여자친구) - 'vacation' (방학)  lyrics color coded [han/rom/eng],rumi_gf,https://www.youtube.com/watch?v=QVH-DiwYuDk
2018,예쁜 게 죄 (Oh! My Mistake),April,4,False,False,False,True,april (에이프릴) – oh! my mistake (예쁜 게 죄) lyrics (han|rom|eng|color coded),kim jihye,https://www.youtube.com/watch?v=ilVHipJe52Y
2018,Dímelo,KARD,1,False,False,True,True,dímelo (dimelo),kard,https://www.youtube.com/watch?v=kwkqysWL1Ow
2018,All Night Long (with 태연),Lucas,1,False,False,False,True,taeyeon feat nct lucas - all night long (저녁의 이유) [color coded lyrics],xjww17,https://www.youtube.com/watch?v=Tw5RqQ9zOnk
2018,Sweety,여자친구,1,False,False,False,True,gfriend (여자친구) - 'sweety' (여름여름해) lyrics 가사 [color coded han|rom|eng],angie rm,https://www.youtube.com/watch?v=PyeTgPnPFL0
2018,Only You,iKON,0,False,False,False,True,ikon (아이콘) – ‘only you’ lyrics (color coded eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=KdDZmefLjlc
2018,파랑새 (The Blue Bird),April,5,False,False,False,True,april (에이프릴) the blue bird (파랑새) lyrics (han/rom/eng) colour coded,revelyrics,https://www.youtube.com/watch?v=GlBw_oSyIks
2018,Cocktail,iKON,3,False,False,False,True,ikon (아이콘) – ‘cocktail (칵테일)’ lyrics (color coded eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=7Qess9xfVNk
2018,Beep,April,8,False,False,False,True,april (에이프릴) – beep lyrics (han|rom|eng|color coded),kim jihye,https://www.youtube.com/watch?v=X3MlWQdaO-Y
2018,아쉬워 (Stand By Me),April,1,False,False,False,True,april (에이프릴) – what a pity/stand by me (아쉬워) lyrics (han|rom|eng|color coded),kim jihye,https://www.youtube.com/watch?v=CHS1huzM32A
2018,숨바꼭질 (Hide & Seek),April,1,False,False,False,True,april – hide & seek (숨바꼭질) color coded lyrics han/rom/eng,hitorae,https://www.youtube.com/watch?v=6AjyyFU96_E
2018,Oh-e-Oh,April,3,False,False,False,True,april (에이프릴) - oh-e-oh lyrics (color coded han/rom/eng),lovelyeonwoo,https://www.youtube.com/watch?v=BBGwEQ-Jb_A
2018,Angel Song,April,1,False,False,False,True,april (에이프릴) – angel song lyrics (han|rom|eng|color coded),kim jihye,https://www.youtube.com/watch?v=pYDmkQ1S6NY
2018,Don't Let Me Know,iKON,0,False,False,False,True,ikon (아이콘) - 내가 모르게 (don’t let me know) (color coded lyrics eng/rom/han/가사),nakojjang,https://www.youtube.com/watch?v=_kP_q7Nxa6E
2018,Perfect,iKON,1,False,False,False,True,ikon - 'perfect (꼴좋다)' lyrics (color coded eng/rom/han),re-lyrics,https://www.youtube.com/watch?v=aEBr8mqt2oI
2018,Best Friend,iKON,1,False,False,False,True,ikon 아이콘 'best friend' color coded han rom eng lyrics   youtube,cover by hyzee,https://www.youtube.com/watch?v=k71q9jOuYIo
2018,Beautiful,iKON,3,False,False,False,True,ikon (아이콘) 'beautiful' lyrics (color coded - han/rom/eng),jayden,https://www.youtube.com/watch?v=sUXxfOP0WWM
2018,바람 (Freedom),iKON,1,False,False,False,True,ikon (아이콘) – ‘freedom (바람)’ lyrics (color coded eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=MhVObG-X6jQ
2018,사랑을 했다 (Love Scenario),iKON,8,False,False,False,True,ikon(아이콘) - 사랑을 했다 (love scenario) [가사/lyrics],웅키,https://www.youtube.com/watch?v=thyuCZVaaq4
2018,Go Back in Time,SF9 (에스에프나인),0,False,False,False,True,sf9 (에스에프나인) - go back in time (시간을 거꾸로) lyrics [color coded-han/rom/eng],myraclexx,https://www.youtube.com/watch?v=j1ebk4Ywnmk
2018,How Are You?,N.Flying (엔플라잉),2,False,False,False,True,n.flying (엔플라잉) - 'how r u today' lyrics [color coded han|rom|eng],jaeguchi,https://www.youtube.com/watch?v=PvpQ_kmZ5Po
2018,Like A Flower,N.Flying (엔플라잉),7,False,False,False,True,n.flying (엔플라잉) - like a flower (꽃) | color coded lyrics (han/rom/eng),crusty,https://www.youtube.com/watch?v=Mm1J2bBX_vI
2018,Ride on the Wind,KARD,6,False,False,False,True,kard( 카드) - 'ride on the wind' lyrics 가사 [color coded han|rom|eng],angie rm,https://www.youtube.com/watch?v=OQZdbMX0AiQ
2018,All Right,Red Velvet,8,False,False,False,True,red velvet (레드벨벳) – all right lyrics (han|rom|eng|color coded),kim jihye,https://www.youtube.com/watch?v=5iX9mvm9hiM
2018,Adore You,iKON,1,False,False,False,True,ikon (아이콘) – 좋아해요 (adore you) (color coded lyrics eng/rom/han/가사),nakojjang,https://www.youtube.com/watch?v=pnILOy2cFDw
2018,Long Time No See,iKON,1,False,False,False,True,ikon - ‘long time no see’ [color coded lyrics eng|rom|han],jaeguchi,https://www.youtube.com/watch?v=FyUSN8DxK84
2018,Time To Love,Red Velvet,1,False,False,False,True,red velvet (레드벌벳) - time to love [color coded lyrics / han+rom+eng],xjww17,https://www.youtube.com/watch?v=wUTwM4if-eQ
2018,Where R U From (with Seungri),Mino,1,False,False,False,True,seungri (승리) feat. mino (winner)'where r u from' lyrics (color coded han|rom|eng),jendukie,https://www.youtube.com/watch?v=mxsDQM9Vmro
2018,Bad Boy,Red Velvet,2,False,False,False,True,red velvet - bad boy (color coded lyrics),alligseu,https://www.youtube.com/watch?v=eideJ_tu2z4
2018,Cause it’s you,Red Velvet,1,False,False,False,True,red velvet (레드벨벳) - cause it's you [jpn/rom/eng color coded lyrics],jinani kun,https://www.youtube.com/watch?v=NgPyjAfF748
2018,Aitai-tai,Red Velvet,8,True,False,False,True,red velvet (レッドベルベット) - aitai-tai [official audio],jp music,https://www.youtube.com/watch?v=uIR8xJYV6KM
2018,BOSS,NCT 2018,3,False,False,False,True,nct u (엔씨티 유) - boss (보스) color coded han/rom/eng lyrics,1004taesthetic,https://www.youtube.com/watch?v=QFUI0mC-RGg
2018,Baby Don’t Stop,NCT 2018,4,False,False,False,True,nct u   'baby don't stop' lyrics color coded han rom eng,innocent devil,https://www.youtube.com/watch?v=Mu9ubC7VhNQ
2018,Millions,Winner,7,True,False,False,True,winner - 'millions' (official audio),yg highlights,https://www.youtube.com/watch?v=QjhW26FMkVE
2018,GO,NCT Dream,3,False,False,False,True,nct dream (엔씨티 드림) - go (고) color coded han/rom/eng lyrics,1004taesthetic,https://www.youtube.com/watch?v=-s5zEuhcwwo
2018,Humming,KARD,0,False,False,True,True,intro : humming (intro : humming),kard,https://www.youtube.com/watch?v=j-lmmFapM0w
2018,Touch,NCT 127,6,False,False,False,True,nct 127 (엔씨티 일이칠) - touch (터치) color coded han/rom/eng lyrics,1004taesthetic,https://www.youtube.com/watch?v=pfsZRlBBkeI
2018,Mamma Mia!,SF9 (에스에프나인),2,False,False,False,True,"sf9  – mamma mia [hang, rom & eng lyrics]",kpop lyrics,https://www.youtube.com/watch?v=9gH5V61J7K4
2018,Be My Baby,SF9 (에스에프나인),8,False,False,False,True,sf9 – be my baby color coded lyrics(han/rom/eng) by ok!kpop!,ok! kpop!,https://www.youtube.com/watch?v=VZdnn70Ygqo
2018,Midnight Road,SF9 (에스에프나인),2,False,False,False,True,"sf9  – midnight road [hang, rom & eng lyrics]",kpop lyrics,https://www.youtube.com/watch?v=17v64UsD3NE
2018,아낙네,Mino,2,False,False,False,True,mino(송민호) - 아낙네 (fiancé) (color coded lyrics eng/rom/han/가사),이슈라이프,https://www.youtube.com/watch?v=CTYDtE5Yf5s
2018,소나기(ON RAINY DAYS),Mino,3,False,False,False,True,비스트 [beast]－「비가 오는 날엔 on rainy days」가사 한국어 [lyrics],쎈언니,https://www.youtube.com/watch?v=qwn6ce9eEeI
2018,비도 오고 그래서(THANKS),Mino,3,True,False,False,True,[슬기로운 감빵생활 ost] 다비(davii) -  다 이런거지 뭐 (that's the way it goes) (feat. 김민재(real.be)) (official audio),stone music entertainment,https://www.youtube.com/watch?v=27NwXSj3IdA
2018,위로해줘(HOPE),Mino,7,False,False,False,True,mino muah lyrics (송민호 뭐 가사) (color coded lyrics),jendukie,https://www.youtube.com/watch?v=mJdHoLqDaCA
2018,Black on Black,NCT 2018,2,False,False,False,True,nct 2018 (엔시티 2018) - black on black | color coded han/rom/eng lyrics,ongaku,https://www.youtube.com/watch?v=48QzosqWenA
2018,Mamma Mia,SF9 (에스에프나인),2,False,False,False,True,"sf9  – mamma mia [hang, rom & eng lyrics]",kpop lyrics,https://www.youtube.com/watch?v=9gH5V61J7K4
2018,Different (달라),SF9 (에스에프나인),0,False,False,False,True,sf9 (에스에프나인) - different (달라) lyrics [color coded-han/rom/eng],myraclexx,https://www.youtube.com/watch?v=JfzNkIm8cDM
2018,Sensuous,SF9 (에스에프나인),1,False,False,False,True,sf9 (에스에프나인) - sensuous (질렀어) [lyrics color coded han/rom/eng],cookyjk,https://www.youtube.com/watch?v=jOr_xZi_kE8
2018,Photograph,SF9 (에스에프나인),0,False,False,False,True,sf9 (에스에프나인) - photograph lyrics [color coded-han/rom/eng],myraclexx,https://www.youtube.com/watch?v=zfKKq11-dXs
2018,Shadow,SF9 (에스에프나인),2,False,False,False,True,sf9 (에스에프나인) - shadow lyrics [color coded-han/rom/eng],myraclexx,https://www.youtube.com/watch?v=8pyPDkuYEAg
2018,Unlimited,SF9 (에스에프나인),1,False,False,False,True,sf9 (에스에프나인) - unlimited lyrics [color coded-han/rom/eng],myraclexx,https://www.youtube.com/watch?v=LOrzYLv7e1Q
2018,Hit That Drum,Red Velvet,2,False,False,False,True,red velvet (레드벨벳) - hit that drum (color coded lyrics eng/rom/han),ryuminies,https://www.youtube.com/watch?v=PRUF6GmAIEo
2018,Blue Lemonade,Red Velvet,2,False,False,False,True,red velvet (레드벨벳) - blue lemonade (color coded lyrics eng/rom/han),ryuminies,https://www.youtube.com/watch?v=1rk0HwrMab4
2018,Butterflies,Red Velvet,1,False,False,False,True,red velvet (레드벨벳) - butterflies (han|rom|eng) color coded lyrics/한국어 가사,iwee,https://www.youtube.com/watch?v=sEWiFaLPpcU
2018,RBB,Red Velvet,8,False,False,False,True,red velvet (레드벨벳) - 'rbb (really bad boy)' lyrics (color coded eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=ke7f-IBUVig
2018,Sassy Me,Red Velvet,1,False,False,False,True,red velvet - sassy me lyrics (color coded han|rom|eng),urschanelle,https://www.youtube.com/watch?v=_N-NTj2Mt4c
2018,Me & U,Super Junior,1,False,False,False,True,super junior - 'me & u' lyrics (color coded han-rom),oppa moo,https://www.youtube.com/watch?v=c0slMY878YI
2018,Super Duper,Super Junior,5,False,False,False,True,super junior - super duper (color coded lyrics han/rom/eng),marsh,https://www.youtube.com/watch?v=Fte0zItZHFc
2018,Lo Siento,Super Junior,4,False,False,False,True,super junior - 'lo siento ft. k.a.r.d' lyrics (color coded han-rom),oppa moo,https://www.youtube.com/watch?v=0I98oPYa_6A
2018,So Good,Red Velvet,2,False,False,False,True,red velvet (레드벨벳) - so good lyrics (color coded eng/rom/han/가사),dynal,https://www.youtube.com/watch?v=OqTm8nOkLC8
2018,Taste,Red Velvet,1,False,False,False,True,red velvet - taste lyrics (color coded han|rom|eng),urschanelle,https://www.youtube.com/watch?v=ubOKdWQYyls
2018,Power Up,Red Velvet,1,False,False,False,True,red velvet (레드벨벳) - 'power up' lyrics (color coded eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=O7_-Vc7euQ0
2018,With You,Red Velvet,1,False,False,False,True,red velvet – with you lyrics (color coded han|rom|eng),urschanelle,https://www.youtube.com/watch?v=9GSfIBIWILE
2018,O2,Mino,1,False,False,False,True,mino(미노) - ‘o2(ㅇ2)’ lyrics [han|rom|eng] 가사,luhvn,https://www.youtube.com/watch?v=xFe4cyL6-18
2018,"Hair in the Air (with NCT’s Renjun, Jeno, Jaemin)",예리,2,False,False,False,True,yeri x renjun x jeno x jaemin - hair in the air lyrics (color coded han/rom/eng),lovelyeonwoo,https://www.youtube.com/watch?v=54twGLLGMqk
2018,Mr. E,Red Velvet,0,False,False,False,True,red velvet (레드벨벳) - mr. e [color codedromhaneng],k pop,https://www.youtube.com/watch?v=9NTs3Wjiw0A
2018,비극(BETTER),Mino,7,False,False,False,True,"✍️""그대를 품을 수 있었다는 그 사실 만으로""☁️비극의 결말에서 (even of day) 이븐오브데이 / 데이식스 [가사/해석/lyrics/번역]",쿠키🍪,https://www.youtube.com/watch?v=RgWeg8HdW0U
2018,Mosquito,Red Velvet,1,False,False,False,True,red velvet (레드벨벳) - mosquito (color coded lyrics eng/rom/han),ryuminies,https://www.youtube.com/watch?v=QT7GZvz5pcE
2018,YTMOB (You Turn Me On Baby),골든차일드,1,False,False,False,True,golden child (골든차일드) ytmob (you turn me on baby) lyrics (가사) [han/rom/eng color coded],kytgasa,https://www.youtube.com/watch?v=iyWhDHskuxE
2018,Let Me,골든차일드,3,False,False,False,True,"golden child (골든차일드) _ let me | han, rom, eng [color coded lyrics]",clorista kwrkys,https://www.youtube.com/watch?v=STQXvQ1Pg88
2018,Would U Be My,골든차일드,6,False,False,False,True,golden child (골든차일드) would u be my lyrics (가사) [han/rom/eng color coded],kytgasa,https://www.youtube.com/watch?v=7TVUyUOuQNM
2018,로켓(ROCKET),Mino,1,False,False,False,True,mino (송민호) - 로켓 (rocket) (color coded lyrics han|rom|eng),jendukie,https://www.youtube.com/watch?v=jix1aRwzNc4
2018,TRUE,Miryo,3,False,False,True,True,gran canaria (그란 카나리아) (feat. k jun),miryo,https://www.youtube.com/watch?v=lKycd4IogGk
2018,If,골든차일드,0,False,False,False,True,golden child 골든차일드 : if [han/rom/eng] lyrics,eunnyii,https://www.youtube.com/watch?v=P1A54PdLR98
2018,Thank You,골든차일드,0,False,False,False,True,golden child 골든차일드 : thank you  [han/rom/eng] lyrics,eunnyii,https://www.youtube.com/watch?v=Ak451mIW084
2018,Come,Miryo,3,False,False,False,True,miryo (brown eyed girls) - revenger (ft. rude paper) [hangul/romanization/english] color coded hd,kimoi21200,https://www.youtube.com/watch?v=eMU_Ogd8DCU
2018,암시(SIGN),Mino,9,False,False,False,True,멜로디에 속아 가사를 잊지마🌘 : yoasobi - 夜に駆ける(밤을 달리다) [가사/해석/lyrics],때잉,https://www.youtube.com/watch?v=LD9xGIpXzCk
2018,M.I.A,Stray Kids,1,False,False,False,True,"stray kids ""m.i.a"" (skz2020) colorcodedlyrics [han-rom-eng]",lindth stael,https://www.youtube.com/watch?v=dIRlA8D_Hg0
2018,Epiphany,Jin,6,False,False,False,True,bts jin - 'epiphany' lyrics (eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=_GiBbhq7hfI
2018,Shoot Me,DAY6,5,False,False,False,True,day6 (데이식스) - shoot me (color coded lyrics eng/rom/han),jaeguchi,https://www.youtube.com/watch?v=wL0u3AcAWXI
2018,Dreams,Miryo,7,False,False,False,True,miryo ft. ga in (brown eyed girls) - queen [lyrics/eng/rom],natalia chandra,https://www.youtube.com/watch?v=vQh4sk8lptE
2018,Hope World,J-Hope,0,False,True,True,True,hope world,j-hope - topic,https://www.youtube.com/watch?v=M1mKyHWTrdc
2018,Daydream,J-Hope,3,False,False,False,True,[han|rom|eng] j-hope (제이홉) - daydream (백일몽) (color coded lyrics),wokobee,https://www.youtube.com/watch?v=DJ2IpPD6iuA
2018,Listen,골든차일드,2,False,False,False,True,golden child- 들어봐 줄래 (listen) color coded lyrics han|rom|eng,soshifinite,https://www.youtube.com/watch?v=kz1uN6gkR88
2018,Eyes on You,골든차일드,4,False,False,False,True,golden child (골든차일드) eyes on you lyrics (가사) [han/rom/eng color coded],kytgasa,https://www.youtube.com/watch?v=Fe5Yep_2Ou0
2018,Turn It On (불을 켜),라붐,6,False,False,False,True,laboum - turn it on [color coded lyrics//han-rom-eng],kinasa project,https://www.youtube.com/watch?v=xBz2roV4mz0
2018,Stop The Rain,DAY6,1,False,False,False,True,day6 - 'stop the rain' lyrics (color coded eng/rom/kan),jaeguchi,https://www.youtube.com/watch?v=ia1sIkJPJrQ
2018,Warning!,DAY6,1,False,False,False,True,day6 (데이식스) - warning! (color coded lyrics eng/rom/han),jaeguchi,https://www.youtube.com/watch?v=JggcLP5d_Ns
2018,뚫고 지나가요 (Through the Night),DAY6,1,False,False,False,True,day6 (even of day) right through me lyrics (day6 (even of day) 뚫고 지나가요 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=AGRSkUBJH6w
2018,Breaking Down,DAY6,1,False,False,False,True,day6 -「breaking down」(color coded lyrics eng/rom/kan),jaeguchi,https://www.youtube.com/watch?v=x6gYTPxal-0
2018,P.O.P (Piece of Peace) pt.1,J-Hope,1,False,False,False,True,bts j-hope - p.o.p (piece of peace) pt.1 (방탄소년단 제이홉 - p.o.p) [color coded lyrics/han/rom/eng/가사],lemoring,https://www.youtube.com/watch?v=WsP1ugrgHVc
2018,Headache,DAY6,1,False,False,False,True,day6 (데이식스) - headache (두통) (color coded lyrics eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=umG6GKlfLwE
2018,슛돌이 (Still),DAY6,0,False,False,True,True,"day6(데이식스) ""shoot me""_ day6 2nd world tour 'gravity'",day6,https://www.youtube.com/watch?v=gRPAyE117I4
2018,Feeling Good,DAY6,1,False,False,False,True,day6 (데이식스) - feeling good (color coded lyrics eng/rom/han),jaeguchi,https://www.youtube.com/watch?v=NTTdUEr9yWE
2019,Sweet Chaos,DAY6,2,False,False,False,True,day6 - sweet chaos (color coded lyrics eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=mrIWwRZd7nw
2019,Deep in Love,DAY6,1,False,False,False,True,day6 (데이식스) - 'deep in love' lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=NeKxYyHSxdk
2019,행복했던 날들이었다 (Days Gone By),DAY6,3,False,False,False,True,day6(데이식스) - 행복했던 날들이었다 [가사/lyrics],웅키,https://www.youtube.com/watch?v=GZGKHDppYjg
2019,한 페이지가 될 수 있게 (So That I Can Write It),DAY6,2,False,False,True,True,"day6(데이식스) ""한 페이지가 될 수 있게""_ day6 2nd world tour 'gravity'",day6,https://www.youtube.com/watch?v=M-I7eu1VsrU
2019,Rescue Me,DAY6,1,False,False,False,True,day6 (데이식스) - 'rescue me' lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=kpI2ojdV5KA
2019,The Crown,Super Junior,7,False,False,False,True,super junior (슈퍼주니어) – the crown (color coded lyrics) [han/rom/eng],hyukshi,https://www.youtube.com/watch?v=JwWHXsJ2U68
2019,Emergency,DAY6,3,False,False,False,True,day6 (데이식스) - 'emergency' lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=rhBb12Untr0
2019,ENERGY,Boy Story,1,False,False,False,True,"boy story “energy"" color coded lyrics (eng/pinyin/chin)",mimoni,https://www.youtube.com/watch?v=DbKz9-qsloI
2019,Coming Home,Super Junior,0,False,False,False,True,leeteuk coming home lyrics (イトゥク「coming home」リリックビデオ) [color coded lyrics kanji/rom/eng],heesung biased,https://www.youtube.com/watch?v=ygFn-MiAN54
2019,Not Fine,DAY6,1,False,False,False,True,day6 (데이식스) - 'not fine' (나빠) lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=QbhCql8QuPw
2019,How to Love,DAY6,1,False,False,False,True,day6 (데이식스) - how to love (color coded lyrics eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=JDzRxOTDx_M
2019,Love RumPumPum,프로미스나인(fromis_9),4,False,False,False,True,love rumpumpum - fromis_9 (프로미스 나인) [han/rom/eng color coded lyrics],zuki,https://www.youtube.com/watch?v=7muOQKPZo4c
2019,약속해줄게 (I’ll try),DAY6,8,False,False,False,True,jb & youngjae [영재] got7 [갓세븐] - 1:31am (잘 지내야해) 가사/lyrics [han|rom|eng],alphasubs,https://www.youtube.com/watch?v=KL8Fa84p1u8
2019,Fly High,프로미스나인(fromis_9),1,False,False,False,True,fly high - fromis_9 (프로미스나인) [han/rom/eng color coded lyrics],zuki,https://www.youtube.com/watch?v=omqTv0GQcsU
2019,Time of Our Life,DAY6,3,False,False,False,True,day6 - time of our life (한 페이지가 될 수 있게) (color coded lyrics eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=_pKSVstK1jc
2019,For Me,DAY6,3,False,False,False,True,day6 (데이식스) - for me (color coded lyrics eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=NKZWDxd3I-Y
2019,Dancing Queen,프로미스나인(fromis_9),3,False,False,False,True,fromis_9 (프로미스나인) - ‘dancing queen’ lyrics (color coded eng/rom/han),sunny,https://www.youtube.com/watch?v=6V7Na4PT5xo
2019,One Page,프로미스나인(fromis_9),8,False,False,False,True,"fromis_9 프로미스나인 "" 0g "" lyrics (colorcoded/eng/han/rom/가사)",puno autopop,https://www.youtube.com/watch?v=3Y0rRwnwiiE
2019,Happy Ending (Korean Ver.),세븐틴(SEVENTEEN),9,False,False,False,True,[lyrics/가사] seventeen (세븐틴) - happy ending,seventeenlyrics,https://www.youtube.com/watch?v=zS5mk4HLYZ0
2019,Oh My Gosh,Boy Story,2,False,False,False,True,boy story - oh my gosh (color coded chinese|pinyin|eng lyrics/歌词),fizy hyosonn,https://www.youtube.com/watch?v=VIn2sIzXlfM
2019,RPM,SF9 (에스에프나인),4,False,False,False,True,sf9 (에스에프나인) - 'rpm' lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=H3uVtTf-nHg
2019,For U,Boy Story,2,False,False,False,True,boy story - for u [color coded chinese|pinyin|eng lyrics] 歌词,fizy hyosonn,https://www.youtube.com/watch?v=54odtzupmUI
2019,하나 둘 (One Day),Im Hyunsik,7,False,True,False,True,"1, 2, 3 (1, 2, 3)",seo eunkwang - topic,https://www.youtube.com/watch?v=TR-fER6EtIw
2019,My Beauty (Extraordinary You OST),베리베리 (VERIVERY),1,False,False,True,True,my beauty,verivery,https://www.youtube.com/watch?v=xVodUlBJIuQ
2019,Mystery Light,베리베리 (VERIVERY),0,False,False,True,True,mystery light,verivery,https://www.youtube.com/watch?v=hlt9nZyIfI0
2019,Lucky,세븐틴(SEVENTEEN),1,False,False,False,True,[lyrics/가사] seventeen (세븐틴) - lucky [3rd full album 'an ode'],seventeenlyrics,https://www.youtube.com/watch?v=-eQPOP8R9Yc
2019,See U Tomorrow,SF9 (에스에프나인),0,False,False,False,True,sf9 (에스에프나인) - see u tomorrow lyrics [color coded-han/rom/eng],myraclexx,https://www.youtube.com/watch?v=lbAt2hhPRX0
2019,Round and Round (돌고 돌아),SF9 (에스에프나인),2,False,False,False,True,sf9 – 'round and round (돌고 돌아)' (color coded lyrics eng/rom/han/가사),hangeci,https://www.youtube.com/watch?v=60CQI-SMQoE
2019,Liar,SF9 (에스에프나인),1,False,False,False,True,sf9 (에스에프나인) - liar lyrics [color coded-han/rom/eng],myraclexx,https://www.youtube.com/watch?v=dInqknQsjio
2019,Dreamer,SF9 (에스에프나인),0,False,False,False,True,sf9 (에스에프나인) - dreamer lyrics [color coded-han/rom/eng],myraclexx,https://www.youtube.com/watch?v=6P3Vn91oV-U
2019,I Think I,Super Junior,2,False,False,False,True,super junior (슈퍼주니어) – believe (color coded lyrics) [han/rom/eng],hyukshi,https://www.youtube.com/watch?v=SEx0he805YQ
