title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist,year
Danger,,TAEMIN,TAEMIN,,,JP,2018-11-28,,TAEMIN,2018
Do It Baby,162000.0,TAEMIN,Flame of Love,,,JP,2017-07-18,,TAEMIN,2017
DOOR,237000.0,TAEMIN,Flame of Love,,,JP,2017-07-18,,TAEMIN,2017
Draw,243000.0,TAEMIN,Draw (No Office Romance! X TAEMIN) (Original Webtoon Soundtrack),,,XW,2023-11-28,,TAEMIN,2023
Drip Drop,205000.0,TAEMIN,Press It,,,KR,2016-02-23,,TAEMIN,2016
ECLIPSE,208987.0,TAEMIN,ECLIPSE,,,XW,2018-09-26,,TAEMIN,2018
Exclusive,203000.0,TAEMIN,FAMOUS,,,XW,2019-08-04,,TAEMIN,2019
Experience,193000.0,TAEMIN,ACE,,,KR,2014-08-18,,TAEMIN,2014
Famous,180000.0,TAEMIN,Famous,,,GB,2019-07-27,,TAEMIN,2019
FINAL DRAGON,279000.0,TAEMIN,さよならひとり,,,JP,2016-07-27,,TAEMIN,2016
Flame of Love,234000.0,TAEMIN,Flame of Love,,,JP,2017-07-18,,TAEMIN,2017
Guess Who,207000.0,TAEMIN,Press It,,,KR,2016-02-23,,TAEMIN,2016
Guilty,190173.0,TAEMIN,Guilty,,,XW,2023-10-30,,TAEMIN,2023
Heart Stop,175000.0,"TAEMIN, SEULGI",MOVE,,,KR,2017-10-16,,TAEMIN,2017
Heaven,182000.0,TAEMIN,Never Gonna Dance Again : Act 2,,,KR,2020-11-09,,TAEMIN,2020
HOLY WATER,,TAEMIN,TAEMIN,,,JP,2018-11-28,,TAEMIN,2018
I'm Crying,345000.0,TAEMIN,Flame of Love,,,JP,2017-07-18,,TAEMIN,2017
Identity,182000.0,TAEMIN,Never Gonna Dance Again : Act 2,,,KR,2020-11-09,,TAEMIN,2020
If I could tell you,197000.0,"TAEMIN, TAEYEON",Advice,,,XW,2021-05-18,,TAEMIN,2021
Inside of 「さよならひとり」,1058000.0,TAEMIN,さよならひとり,,,JP,2016-07-27,,TAEMIN,2016
Into The Rhythm,,TAEMIN,TAEMIN,,,JP,2018-11-28,,TAEMIN,2018
It's you,243000.0,TAEMIN,FAMOUS,,,XW,2019-08-04,,TAEMIN,2019
Just Me And You,214000.0,TAEMIN,Never Gonna Dance Again : Act 1,,,KR,2020-09-07,,TAEMIN,2020
Light,199000.0,TAEMIN,Advice,,,XW,2021-05-18,,TAEMIN,2021
Love,229000.0,TAEMIN,MOVE,,,KR,2017-10-16,,TAEMIN,2017
MARS,232000.0,TAEMIN,MARS,,,XW,2018-10-14,,TAEMIN,2018
MOVE,211000.0,TAEMIN,MOVE,,,KR,2017-10-16,,TAEMIN,2017
My Day,186000.0,TAEMIN,"Navillera (Original Television Soundtrack), Pt. 1",,,XW,2021-03-30,,TAEMIN,2021
Never Forever,168000.0,TAEMIN,WANT,,,KR,2019-02-11,,TAEMIN,2019
Night Away,176666.0,TAEMIN,Guilty,,,XW,2023-10-30,,TAEMIN,2023
Not Over You,213733.0,TAEMIN,Guilty,,,XW,2023-10-30,,TAEMIN,2023
One By One,239000.0,TAEMIN,Press It,,,KR,2016-02-23,,TAEMIN,2016
Pansy,230000.0,TAEMIN,Never Gonna Dance Again : Act 2,,,KR,2020-11-09,,TAEMIN,2020
Press Your Number,226000.0,TAEMIN,Press It,,,KR,2016-02-23,,TAEMIN,2016
Pretty Boy,223000.0,"TAEMIN, KAI",ACE,,,KR,2014-08-18,,TAEMIN,2014
Rise (이카루스),211000.0,TAEMIN,MOVE,,,KR,2017-10-16,,TAEMIN,2017
SAD KIDS,201000.0,TAEMIN,Advice,,,XW,2021-05-18,,TAEMIN,2021
Sexuality,220000.0,TAEMIN,Press It,,,KR,2016-02-23,,TAEMIN,2016
Shadow,189000.0,TAEMIN,WANT,,,KR,2019-02-11,,TAEMIN,2019
Slave,209000.0,TAEMIN,FAMOUS,,,XW,2019-08-04,,TAEMIN,2019
Soldier,214000.0,TAEMIN,Press It,,,KR,2016-02-23,,TAEMIN,2016
Strangers,183000.0,TAEMIN,Never Gonna Dance Again : Act 1,,,KR,2020-09-07,,TAEMIN,2020
Strings,220000.0,TAEMIN,Advice,,,XW,2021-05-18,,TAEMIN,2021
Tease,209000.0,TAEMIN,FAMOUS,,,XW,2019-08-04,,TAEMIN,2019
The Rizzness,173920.0,TAEMIN,Guilty,,,XW,2023-10-30,,TAEMIN,2023
Thirsty,206000.0,TAEMIN,MOVE,,,KR,2017-10-16,,TAEMIN,2017
TIGER,236000.0,TAEMIN,さよならひとり,,,JP,2016-07-27,,TAEMIN,2016
Truth,199000.0,TAEMIN,WANT,,,KR,2019-02-11,,TAEMIN,2019
Under My Skin,,TAEMIN,TAEMIN,,,JP,2018-11-28,,TAEMIN,2018
WANT,208000.0,TAEMIN,WANT,,,KR,2019-02-11,,TAEMIN,2019
What's This Feeling,220640.0,TAEMIN,ファイナルライフ -明日、君が消えても- (Original Soundtrack),,,JP,2017-11-02,,TAEMIN,2017
いつかここで,244000.0,TAEMIN,Flame of Love,,,JP,2017-07-18,,TAEMIN,2017
さよならひとり,210000.0,TAEMIN,さよならひとり,,,JP,2016-07-27,,TAEMIN,2016
世界で一番愛した人,253000.0,TAEMIN,さよならひとり,,,JP,2016-07-27,,TAEMIN,2016
거절할게 (Wicked),205000.0,TAEMIN,ACE,,,KR,2014-08-18,,TAEMIN,2014
낮과 밤 (Day and Night),193000.0,TAEMIN,MOVE-ing,,,KR,2017-12-10,,TAEMIN,2017
너란 말야 (U),215759.0,TAEMIN,아름다운 그대에게 OST,,,KR,2012-09-19,,TAEMIN,2012
네모 (Nemo),236000.0,TAEMIN,Never Gonna Dance Again : Act 1,,,KR,2020-09-07,,TAEMIN,2020
눈꽃 (Snow Flower),274000.0,TAEMIN,MOVE-ing,,,KR,2017-12-10,,TAEMIN,2017
미로 (Stone Heart),206000.0,TAEMIN,MOVE,,,KR,2017-10-16,,TAEMIN,2017
발걸음 (Steps),218000.0,TAEMIN,총리와 나 OST `발걸음`,,,KR,2014-01-07,,TAEMIN,2014
벌써 (Already),222000.0,TAEMIN,Press It,,,KR,2016-02-23,,TAEMIN,2016
소나타 (Play Me),181000.0,TAEMIN,ACE,,,KR,2014-08-18,,TAEMIN,2014
안아줄래 (Think Of You),198000.0,TAEMIN,Never Gonna Dance Again : Act 2,,,KR,2020-11-09,,TAEMIN,2020
오늘까지만 (Until Today),246000.0,TAEMIN,Press It,,,KR,2016-02-23,,TAEMIN,2016
유인 (Impressionable),182000.0,TAEMIN,Never Gonna Dance Again : Act 2,,,KR,2020-11-09,,TAEMIN,2020
이데아 (IDEA:理想),194000.0,TAEMIN,Never Gonna Dance Again : Act 2,,,KR,2020-11-09,,TAEMIN,2020
일식 (Black Rose),219000.0,"TAEMIN, Kid Milli",Never Gonna Dance Again : Act 1,,,KR,2020-09-07,,TAEMIN,2020
최면 (Hypnosis),244000.0,TAEMIN,Press It,,,KR,2016-02-23,,TAEMIN,2016
해몽 (Waiting For),177000.0,TAEMIN,Never Gonna Dance Again : Act 1,,,KR,2020-09-07,,TAEMIN,2020
혼잣말 (Monologue),200000.0,TAEMIN,WANT,,,KR,2019-02-11,,TAEMIN,2019
11:11,227000.0,SIYEON,11:11,,,XW,2017-04-21,,SIYEON,2017
Beautiful,108000.0,SIYEON,Beautiful,,,XW,2017-01-07,,SIYEON,2017
Don't Go Back,207018.0,SIYEON,Queen of Divorce (Original Television Soundtrack) Pt.2,,,XW,2024-02-15,,SIYEON,2024
Eraser,97000.0,SIYEON,Eraser,,,XW,2019-08-29,,SIYEON,2019
"Every Day, Every Moment",184000.0,"SIYEON, HANDONG, GAHYEON","Every Day, Every Moment",,,XW,2019-07-24,,SIYEON,2019
Faded,203000.0,SIYEON,Faded,,,XW,2018-02-04,,SIYEON,2018
Good Sera,210760.0,SIYEON,INTO THE RING (Original Television Soundtrack) Pt. 1,,,XW,2020-07-08,,SIYEON,2020
Paradise,243000.0,SIYEON,Paradise,,,,2020-01-29,,SIYEON,2020
PING PONG,136000.0,"SIYEON, DAMI",PING PONG,,,XW,2021-12-08,,SIYEON,2021
pporappippam,,SIYEON,Halloween Midnight Circus,,,KR,2021-10-30,,SIYEON,2021
Shadow,212000.0,"SIYEON, DAMI",Dark Hole OST Part.2,,,AF,2021-05-14,,SIYEON,2021
Speechless,205000.0,SIYEON,Speechless,,,XW,2019-06-21,,SIYEON,2019
We All Lie,133000.0,SIYEON,We All Lie,,,XW,2019-02-02,,SIYEON,2019
되돌리다,187000.0,SIYEON,되돌리다,,,XW,2021-03-16,,SIYEON,2021
시작,217000.0,SIYEON,시작,,,KR,2023-12-31,,SIYEON,2023
정신이 하나 없어,238000.0,SIYEON,"Take Revenge: Original Television Soundtrack, Pt. 1",,,AF,2020-11-21,,SIYEON,2020
황홀경 (极夜),212786.0,SIYEON,[Apocalypse : Save us],,,KR,2022-04-12,,SIYEON,2022
In the Name of Love (사랑이라는 이름으로),,Ken,The Heirs,,,KR,2013-11-14,,Ken,2013
My Girl,204000.0,Ken,운명처럼 널 사랑해 OST Part.5,,,KR,2014-08-07,,Ken,2014
바보야,,Ken,푸른 바다의 전설 OST Part.7,,,KR,2016-12-22,,Ken,2016
빈틈,217000.0,"Ken, 하니",빈틈,,,KR,2015-06-24,,Ken,2015
사랑이라는 이름으로,201000.0,Ken,상속자들 OST 1,,,KR,2013-11-14,,Ken,2013
Behind the Curtain,179000.0,MISAMO,Masterpiece,,,,2023-07-26,,MISAMO,2023
Bouquet,264389.0,MISAMO,Bouquet,,,,2023-01-25,,MISAMO,2023
Do not touch,184000.0,MISAMO,Do not touch,,,,2023-07-14,,MISAMO,2023
Funny Valentine,197080.0,MISAMO,Masterpiece,,,JP,2023-07-26,,MISAMO,2023
It's not easy for you,140413.0,MISAMO,Masterpiece,,,JP,2023-07-26,,MISAMO,2023
Marshmallow,182000.0,MISAMO,Marshmallow,,,,2023-06-16,,MISAMO,2023
Opening Trailer Making Movie,,MISAMO,Masterpiece,,,JP,2023-07-26,,MISAMO,2023
Rewind you,197000.0,MISAMO,Masterpiece,,,,2023-07-26,,MISAMO,2023
Short Film of MISAMO in KANSAI,,MISAMO,Masterpiece,,,JP,2023-07-26,,MISAMO,2023
1등 따라하기,183826.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
[silence],4000.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
About Love,255466.0,"45RPM, Soul One, 조여정",Hit-Pop,,,KR,2008-02-13,,45RPM,2008
Boom,238640.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
Bring Back,248693.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
December,226893.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
Hey DJ,220253.0,"45RPM, 유타",Hit-Pop,,,KR,2008-02-13,,45RPM,2008
Love Song,244120.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
Master Piece,239506.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
Old Rookie,229986.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
One,248200.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
Ooh-Weee,237746.0,45RPM,Hit-Pop,,,KR,2008-02-13,,45RPM,2008
Past Luv,215653.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
Show Time,269280.0,45RPM,Hit-Pop,,,KR,2008-02-13,,45RPM,2008
Summer Day (나는 내가 지난 여름에 한일을 알고 있다),254946.0,"45RPM, 쿤타",Hit-Pop,,,KR,2008-02-13,,45RPM,2008
Tonight,207093.0,45RPM,Hit-Pop,,,KR,2008-02-13,,45RPM,2008
두비두밥,213226.0,45RPM,Hit-Pop,,,KR,2008-02-13,,45RPM,2008
리기동,264026.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
못 말리는 삼형제,234546.0,45RPM,Hit-Pop,,,KR,2008-02-13,,45RPM,2008
보릿고개,284826.0,"45RPM, Boltrix",2001 大韓民國,,,KR,2001-04-01,,45RPM,2001
살짝쿵,237493.0,"45RPM, 정훈희",Hit-Pop,,,KR,2008-02-13,,45RPM,2008
새침떼기,251746.0,"45RPM, J-Dogg",Hit-Pop,,,KR,2008-02-13,,45RPM,2008
생각의 소리,221266.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
어기야 디어차,198280.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
위하여,242333.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
재밌는 힙합,193933.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
제발,248253.0,"45RPM, Gummy",Hit-Pop,,,KR,2008-02-13,,45RPM,2008
즐거운 생활,202253.0,45RPM,Old Rookie,,,KR,2005-05-04,,45RPM,2005
행복을 찾는 속삭임,270106.0,"45RPM, 김종진, Sugar Flow",Hit-Pop,,,KR,2008-02-13,,45RPM,2008
Addicted,228000.0,BAEKHYUN,BAEKHYUN,,,XW,2021-01-21,,BAEKHYUN,2021
All I Got,240000.0,BAEKHYUN,Bambi,,,KR,2021-03-30,,BAEKHYUN,2021
Bambi,213000.0,BAEKHYUN,Bambi,,,KR,2021-03-30,,BAEKHYUN,2021
Betcha,201000.0,BAEKHYUN,City Lights,,,KR,2019-07-10,,BAEKHYUN,2019
Bungee,207000.0,BAEKHYUN,Delight,,,KR,2020-05-25,,BAEKHYUN,2020
Candy,227000.0,BAEKHYUN,Delight,,,KR,2020-05-25,,BAEKHYUN,2020
Cry for Love,210000.0,BAEKHYUN,Bambi,,,KR,2021-03-30,,BAEKHYUN,2021
Diamond,238000.0,BAEKHYUN,City Lights,,,KR,2019-07-10,,BAEKHYUN,2019
Disappeared,198000.0,BAEKHYUN,BAEKHYUN,,,XW,2021-01-21,,BAEKHYUN,2021
Drown,222000.0,BAEKHYUN,BAEKHYUN,,,XW,2021-01-21,,BAEKHYUN,2021
Garden In The Air,197520.0,BAEKHYUN,Our Beloved BoA #1 - SM STATION,,,XW,2020-07-31,,BAEKHYUN,2020
Get You Alone,246000.0,BAEKHYUN,BAEKHYUN,,,XW,2021-01-21,,BAEKHYUN,2021
Ghost,204000.0,BAEKHYUN,Delight,,,KR,2020-05-25,,BAEKHYUN,2020
happy,232000.0,BAEKHYUN,브람스를 좋아하세요? OST,,,KR,2020-10-19,,BAEKHYUN,2020
Ice Queen,216000.0,BAEKHYUN,City Lights,,,KR,2019-07-10,,BAEKHYUN,2019
Love Again,205000.0,BAEKHYUN,Delight,,,KR,2020-05-25,,BAEKHYUN,2020
Love Scene,217000.0,BAEKHYUN,Bambi,,,KR,2021-03-30,,BAEKHYUN,2021
Poppin',208000.0,BAEKHYUN,Delight,,,KR,2020-05-25,,BAEKHYUN,2020
Privacy,187000.0,BAEKHYUN,Bambi,,,KR,2021-03-30,,BAEKHYUN,2021
Psycho,206000.0,BAEKHYUN,City Lights,,,KR,2019-07-10,,BAEKHYUN,2019
R U Ridin'?,175000.0,BAEKHYUN,Delight,,,KR,2020-05-25,,BAEKHYUN,2020
Stars,254000.0,BAEKHYUN,BAEKHYUN,,,XW,2021-01-21,,BAEKHYUN,2021
Stay Up,207000.0,"BAEKHYUN, Beenzino",City Lights,,,KR,2019-07-10,,BAEKHYUN,2019
UN Village,236000.0,BAEKHYUN,City Lights,,,KR,2019-07-10,,BAEKHYUN,2019
Underwater,199000.0,BAEKHYUN,Delight,,,KR,2020-05-25,,BAEKHYUN,2020
WHIPPIN',231000.0,BAEKHYUN,BAEKHYUN,,,XW,2021-01-21,,BAEKHYUN,2021
YOUNG,229000.0,"BAEKHYUN, LOCO",YOUNG,,,KR,2018-08-31,,BAEKHYUN,2018
나인가요,248000.0,BAEKHYUN,홍천기 OST,,,KR,2021-10-26,,BAEKHYUN,2021
너를 사랑하고 있어,193000.0,BAEKHYUN,낭만닥터 김사부 2 OST,,,KR,2020-02-25,,BAEKHYUN,2020
놀이공원 (Amusement Park),256000.0,BAEKHYUN,Amusement Park,,,XW,2020-12-21,,BAEKHYUN,2020
두근거려 (Beautiful),224000.0,BAEKHYUN,우리 옆집에 EXO가 산다 OST,,,KR,2015-04-22,,BAEKHYUN,2015
바래다줄게 (Take You Home),235000.0,BAEKHYUN,바래다줄게 (Take You Home),,,KR,2017-04-14,,BAEKHYUN,2017
인형,271000.0,"BAEKHYUN, 도영",Rewind : Blossom,,,XW,2021-03-26,,BAEKHYUN,2021
그대 돌아오면 (우리의 밤은 당신의 낮보다 아름답다),257000.0,소정,복면가왕 48회 (Live Version) (Mask Singer 48th (Live Version),,,XW,2016-02-28,,소정,2016
우린 왜 이별 하는 걸까? (Better than Me),204000.0,소정,우린 왜 이별 하는 걸까? (Better than Me),,,KR,2017-05-04,,소정,2017
All My Love For You,209000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,,M.I.L.K.,2001
Come To Me,236000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,,M.I.L.K.,2001
Crystal,215000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,,M.I.L.K.,2001
Good Time,233000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,,M.I.L.K.,2001
I Want You,218000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,,M.I.L.K.,2001
One Summer Dream,190200.0,M.I.L.K.,'02 Summer Vacation in SMTOWN.com,,,KR,2002-06-01,,M.I.L.K.,2002
Reason,235000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,,M.I.L.K.,2001
Sad Letter,222000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,,M.I.L.K.,2001
Secret,229000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,,M.I.L.K.,2001
She Never,235000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,,M.I.L.K.,2001
Stay With Me,239000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,,M.I.L.K.,2001
U and Me,208000.0,M.I.L.K.,U and Me,,,GB,2016-10-07,,M.I.L.K.,2016
Wait for Me,201000.0,M.I.L.K.,Winter Vacation in SMTOWN.com: Angel Eyes,,,KR,2001-12-04,,M.I.L.K.,2001
When You Feel Good,188333.0,M.I.L.K.,"Printemps-été 2017, Volume 2",,,FR,2017-06-07,,M.I.L.K.,2017
Wish,233000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,,M.I.L.K.,2001
무조건적인 사랑 (Blind Love),248000.0,M.I.L.K.,With Freshness,,,KR,2001-12-17,,M.I.L.K.,2001
BOOM,208000.0,이민혁,BOOM,,,XW,2022-06-27,,이민혁,2022
Fallin',235552.0,이민혁,HUTAZONE,,,US,2019-01-15,,이민혁,2019
HUTAZONE,111317.0,이민혁,HUTAZONE,,,US,2019-01-15,,이민혁,2019
I'm Rare,145000.0,이민혁,BOOM,,,KR,2022-06-27,,이민혁,2022
Mermaid,240000.0,"이민혁, PENIEL, 정일훈, YEEUN, 우석, JEON SOYEON",ONE,,,KR,2018-06-17,,이민혁,2018
Only You Don't Know,201546.0,이민혁,The Spies Who Loved Me OST,,,KR,2020-12-09,,이민혁,2020
Purple Rain,197000.0,"이민혁, CHEEZE",Piece of BTOB Vol.5,,,KR,2017-08-10,,이민혁,2017
Real Game (Like Messi),132000.0,이민혁,BOOM,,,KR,2022-06-27,,이민혁,2022
Red Wine,170000.0,이민혁,BOOM,,,KR,2022-06-27,,이민혁,2022
Shadow,179000.0,이민혁,BOOM,,,KR,2022-06-27,,이민혁,2022
Waiting For You,230185.0,이민혁,HUTAZONE,,,US,2019-01-15,,이민혁,2019
YA,197000.0,이민혁,YA,,,XW,2019-01-14,,이민혁,2019
그대가 모르게,211000.0,이민혁,BOOM,,,KR,2022-06-27,,이민혁,2022
기다리고 있어,209000.0,이민혁,BOOM,,,KR,2022-06-27,,이민혁,2022
꿈인가 봐요,272752.0,"이민혁, 육성재",HUTAZONE,,,US,2019-01-15,,이민혁,2019
끝 눈,232000.0,이민혁,BOOM,,,KR,2022-06-27,,이민혁,2022
낙화 落花 (Interlude),100373.0,이민혁,HUTAZONE,,,US,2019-01-15,,이민혁,2019
너도 나도,238011.0,"이민혁, JEON SOYEON",HUTAZONE,,,US,2019-01-15,,이민혁,2019
넌 나의 봄이야,161000.0,이민혁,BOOM,,,KR,2022-06-27,,이민혁,2022
사랑일까요,207000.0,"이민혁, 이창섭",BOOM,,,KR,2022-06-27,,이민혁,2022
아무렇지 않은 척,230017.0,이민혁,HUTAZONE,,,US,2019-01-15,,이민혁,2019
오늘 밤에(Tonight) (With Melody),273000.0,이민혁,오늘밤에 (WITH MELODY),,,XW,2019-02-14,,이민혁,2019
오늘밤에 (WITH MELODY),189542.0,이민혁,HUTAZONE,,,US,2019-01-15,,이민혁,2019
우리 함께 걸어요,238000.0,이민혁,BOOM,,,KR,2022-06-27,,이민혁,2022
위험해,183000.0,이민혁,BOOM,,,KR,2022-06-27,,이민혁,2022
Alone,211000.0,Jimin,FACE,,,KR,2023-03-24,,Jimin,2023
Angel Pt. 1,175802.0,"Jimin, Kodak Black, NLE Choppa, JVKE, Muni Long",FAST X: Original Motion Picture Soundtrack,,,XW,2023-05-19,,Jimin,2023
Christmas Love,198000.0,Jimin,Christmas Love,,,KR,2020-12-24,,Jimin,2020
Closer Than This,223302.0,Jimin,Closer Than This,,,XW,2023-12-22,,Jimin,2023
Face‐off,230000.0,Jimin,FACE,,,KR,2023-03-24,,Jimin,2023
Interlude : Dive,131000.0,Jimin,FACE,,,KR,2023-03-24,,Jimin,2023
Like Crazy,212000.0,Jimin,Like Crazy,,,US,2023-03-23,,Jimin,2023
Promise,151000.0,Jimin,Promise,,,KR,2018-12-31,,Jimin,2018
Set Me Free Pt.2,200930.0,Jimin,Set Me Free Pt.2,,,XW,2023-03-17,,Jimin,2023
With you,201000.0,"Jimin, 하성운","Our Blues, Pt. 4 (Original Television Soundtrack)",,,XW,2022-04-24,,Jimin,2022
+DONE161201+,213968.0,CL,In the Name of Love 1,,,XW,2019-12-04,,CL,2019
+ONE AND ONLY180228+,202000.0,CL,In the Name of Love,,,XW,2019-12-17,,CL,2019
+소중한 추억190519+,176000.0,CL,In the Name of Love,,,XW,2019-12-17,,CL,2019
+안해180327+,184000.0,CL,In the Name of Love 2,,,XW,2019-12-10,,CL,2019
+처음으로170205+,156735.0,CL,In the Name of Love 1,,,XW,2019-12-04,,CL,2019
+투덜거려본다171115+,193000.0,CL,In the Name of Love 2,,,XW,2019-12-10,,CL,2019
5 STAR,200560.0,CL,+HWA+,,,AF,2020-10-29,,CL,2020
Chuck,190000.0,CL,ALPHA,,,XW,2021-10-20,,CL,2021
Hello Bitches,178000.0,CL,Hello Bitches,,,KR,2015-12-05,,CL,2015
HWA,176000.0,CL,+HWA+,,,AF,2020-10-29,,CL,2020
Let It,184000.0,CL,ALPHA,,,XW,2021-10-20,,CL,2021
LIFTED,175000.0,CL,LIFTED,,,XW,2016-08-19,,CL,2016
Lover Like Me,177000.0,CL,Lover Like Me,,,XW,2021-09-29,,CL,2021
My Way,206000.0,CL,ALPHA,,,XW,2021-10-20,,CL,2021
No Better Feelin',173360.0,CL,My Little Pony: The Movie (Original Motion Picture Soundtrack),,,AU,2017-09-22,,CL,2017
Paradise,166000.0,CL,ALPHA,,,XW,2021-10-20,,CL,2021
Please Don't Go,198000.0,"CL, 공민지",Please Don’t Go,,,KR,2009-11-20,,CL,2009
Siren,194000.0,CL,ALPHA,,,XW,2021-10-20,,CL,2021
SPICY,194000.0,CL,SPICY,,,XW,2021-08-24,,CL,2021
Tie a Cherry,190000.0,CL,ALPHA,,,XW,2021-10-20,,CL,2021
Wish You Were Here,221000.0,CL,Wish You Were Here,,,,2021-02-26,,CL,2021
Xai,195000.0,CL,ALPHA,,,XW,2021-10-20,,CL,2021
나쁜 기집애,223000.0,CL,The Baddest Female,,,XW,2013-05-28,,CL,2013
멘붕,195000.0,CL,CRUSH,,,XW,2014-02-27,,CL,2014
It's You,,양요섭,白,,,KR,2018-02-20,,양요섭,2018
Look At Me Now,186000.0,양요섭,The First Collage,,,KR,2012-11-29,,양요섭,2012
Love Day,238000.0,"양요섭, 정은지",Love Day: A Cube for Season #Green,,,US,2012-03-14,,양요섭,2012
Why Don′t You Know,210000.0,양요섭,Let′s Eat 2 (Original Television Soundtrack),,,,2015-06-02,,양요섭,2015
그대는 모르죠,199000.0,양요섭,The First Collage,,,KR,2012-11-29,,양요섭,2012
그래도 나는,246000.0,양요섭,The First Collage,,,KR,2012-11-29,,양요섭,2012
네가 없는 곳,,양요섭,白,,,KR,2018-02-20,,양요섭,2018
마음,,양요섭,白,,,KR,2018-02-20,,양요섭,2018
별,,양요섭,白,,,KR,2018-02-20,,양요섭,2018
소리없이 운다,217840.0,양요섭,이리와 안아줘 OST,,,KR,2018-09-28,,양요섭,2018
신의 한 수,248000.0,양요섭,화랑 OST Part 6,,,KR,2017-01-17,,양요섭,2017
아직도 좋아해,252480.0,양요섭,그 해 우리는 OST Special,,,KR,2022-01-26,,양요섭,2022
양요섭,,양요섭,白,,,KR,2018-02-20,,양요섭,2018
오늘 하루,,양요섭,白,,,KR,2018-02-20,,양요섭,2018
위로,,양요섭,白,,,KR,2018-02-20,,양요섭,2018
카페인,215000.0,"양요섭, 용준형",The First Collage,,,KR,2012-11-29,,양요섭,2012
하던 대로 해,194000.0,양요섭,The First Collage,,,KR,2012-11-29,,양요섭,2012
11 Days,177000.0,RAIN,It's Raining,,,KR,2004-10-11,,RAIN,2004
2003.10.16,82000.0,RAIN,태양을 피하는 방법,,,KR,2003-10-16,,RAIN,2003
30 Sexy,213000.0,RAIN,Rain Effect,,,KR,2014-01-02,,RAIN,2014
9월 12일,213000.0,RAIN,Rainism,,,KR,2008-10-15,,RAIN,2008
Album: 각 앨범 소개 및 뮤직비디오,,RAIN,RAINYDAY (RAIN’s First Live Concert),,,KR,2005,,RAIN,2005
Aurora,237000.0,RAIN,PIECES by RAIN - EP,,,KR,2021-03-03,,RAIN,2021
Baby Baby,,RAIN,나쁜 남자,,,KR,2002-05-13,,RAIN,2002
Because of you,288182.0,RAIN,Eternal Rain,,,JP,2006-09-13,,RAIN,2006
Biggest Thing,240000.0,RAIN,It's Raining,,,KR,2004-10-11,,RAIN,2004
But I Love You,199000.0,RAIN,It's Raining,,,KR,2004-10-11,,RAIN,2004
Cassiopeia (feat. Lim Jeong Hee),269000.0,RAIN,Rain's World,,,KR,2006-10-13,,RAIN,2006
Come Over,216000.0,RAIN,PIECES by RAIN,,,XW,2021-03-03,,RAIN,2021
Dance Break,,RAIN,RAINYDAY (RAIN’s First Live Concert),,,KR,2005,,RAIN,2005
Dear Mama Don't Cry,221000.0,RAIN,Rain Effect,,,KR,2014-01-02,,RAIN,2014
Don't Stop,228000.0,RAIN,Rain's World,,,KR,2006-10-13,,RAIN,2006
feel so right,228702.0,RAIN,Free Way,,,JP,2006-06-07,,RAIN,2006
For the Rainy Day: 공연준비 영상 (연습장면),,RAIN,RAINYDAY (RAIN’s First Live Concert),,,KR,2005,,RAIN,2005
Free Way,228388.0,RAIN,Free Way,,,JP,2006-06-07,,RAIN,2006
Fresh Woman,195000.0,RAIN,Rainism,,,KR,2008-10-15,,RAIN,2008
Friends (feat. Tiger J.K.),236000.0,RAIN,Rain's World,,,KR,2006-10-13,,RAIN,2006
Him and Me (feat. Dynamic Duo),246000.0,RAIN,Rain's World,,,KR,2006-10-13,,RAIN,2006
Hip Song,196000.0,RAIN,Back to the Basic,,,KR,2010-04-07,,RAIN,2010
I Do,225000.0,RAIN,It's Raining,,,KR,2004-10-11,,RAIN,2004
I Love You (feat. 노을),64000.0,RAIN,It's Raining,,,KR,2004-10-11,,RAIN,2004
